point_one_speed,point_one_deviation,point_two_speed,point_two_deviation,point_three_speed,point_three_deviation,point_four_speed,point_four_deviation,point_five_speed,point_five_deviation,point_six_speed,point_six_deviation,point_seven_speed,point_seven_deviation,point_eight_speed,point_eight_deviation,point_nine_speed,point_nine_deviation,point_ten_speed,point_ten_deviation,point_eleven_speed,point_eleven_deviation,point_twelve_speed,point_twelve_deviation,point_thirteen_speed,point_thirteen_deviation,point_fourteen_speed,point_fourteen_deviation,point_fifteen_speed,point_fifteen_deviation,CollectCount,Score,Performance
0.8419929146766663,19.605066657066345,4.316053072611491,18.84272268479997,3.32881650057706,7.4401305466890335,1.6154847396047491,35.417450009508336,3.3251143864222934,10.502101785370282,4.636910502115885,31.13774113221602,2.2740223709168177,31.32411331874387,0.9792397482353344,8.860352205578238,2.5001206970214844,20.012506834514763,1.523301717397329,84.29737967103719,2.740660416452508,87.53301012175423,2.256637115478516,96.25372529029846,1.5576707054586971,24.716956757878624,2.0413753191630044,16.334831988811494,2.0459604418113817,68.9941223124663,8.0,42,1
2.626384735107422,19.605066657066345,1.0635444378030712,17.10821777486032,0.9333333333333332,7.4401305466890335,1.1180340221949987,34.867388431842514,2.2415070003933377,21.71463276743889,2.6889256530982384,23.90379934428547,2.2740223709168177,31.32411331874387,1.0667745711955618,18.62326627118247,0.9468398690223694,17.292831745147705,2.318752513212316,29.826538761456806,2.154192511143246,27.2501735277474,2.256637115478516,96.25372529029846,0.5380226771036783,45.4709586884549,2.475608583086298,26.60959927035741,2.0459604418113817,12.636836226079978,22.0,120,0
2.304952387076951,67.57823117305007,0.6448074812741623,21.46300719542937,0.8896023949911428,51.25376251131989,2.4885543823242187,26.67150343474925,1.339679309300014,37.04831756970712,3.498449053083147,33.953690713957734,2.2740223709168177,38.2599778175354,1.3214500690328663,25.48323130607605,1.9443182264055523,8.244349968026984,1.8482708536799963,40.26176013942714,1.2396392822265625,27.63250786286813,3.4884293296120386,28.650616884231567,3.547874927520752,9.054408519268035,0.9032258064516128,10.49837490158566,2.0459604418113817,33.159741083051784,13.0,114,0
3.661490631103516,43.826915284762016,1.4398935106065538,13.712780034967832,4.064117030093544,27.76993099190055,1.9790402221679688,20.19635686007413,1.840899989245638,29.810226590134377,4.636910502115885,6.184366714209318,2.433954620361328,11.316766459833492,3.318377102122587,21.55699951832111,0.8818296513087313,46.71251290649175,1.523301717397329,34.22271843999624,1.879224053744612,27.2501735277474,2.256637115478516,28.650616884231567,1.08469248752968,7.008838885292715,2.43665363477624,16.334831988811494,1.0506748910677637,52.16977618137995,24.0,154,0
3.373470942179362,84.96046267385069,2.035690416780537,67.20344196646302,2.397268117709833,33.088986230933145,4.056151894962087,55.42087313623139,1.339679309300014,75.85684385895729,1.6021425156366258,38.42809756994247,3.240354364568537,16.640756448109943,2.1106453146786075,16.915261338154476,3.4166719913482666,51.80327103993336,1.8482708536799963,40.26176013942714,2.969053480360243,25.32198996199493,2.566947538211301,32.016304283703256,0.986272070142958,11.035946020278438,0.9032258064516128,26.60959927035741,0.8840047983022836,64.34425281850915,14.0,80,1
2.304952387076951,67.57823117305007,0.6448074812741623,22.16851096247372,1.4892548152378626,27.76993099190055,2.318517261081272,12.062834395302666,1.840899989245638,17.679052187846256,1.6021425156366258,33.953690713957734,2.063286236354283,11.316766459833492,2.1106453146786075,22.118202371256693,5.035065333048503,46.71251290649175,3.734629392623901,40.7927372397446,2.740660416452508,25.32198996199493,3.999278728778546,28.650616884231567,1.82983189281401,15.1602610851589,1.0776588834565262,19.45973500609398,0.6292134831460674,33.159741083051784,10.0,90,1
0.8419929146766663,42.84645118795592,2.5910870478703427,19.372234344482425,2.9505434036254883,9.590120425864832,3.27450974782308,34.867388431842514,0.4516689380009969,55.64277192226891,2.6889256530982384,8.866454733353034,2.896479606628418,22.94092540557568,2.5777271815708707,8.860352205578238,2.6058658253062856,8.633547310318265,1.8482708536799963,15.964469462167472,2.139267141168768,23.96415455902324,3.3730560302734376,5.956450390815735,0.986272070142958,44.709064182482265,2.4520370165507,43.49154473691448,0.6292134831460674,14.114707938085,13.0,114,0
2.304952387076951,39.764993910988174,2.5910870478703427,44.70263975432941,1.1931473703095408,18.58763111527596,2.049494743347168,34.867388431842514,0.4516689380009969,26.355123472213744,3.319447471981957,42.98482390805938,2.896479606628418,11.413747950033708,1.164012591044108,13.462155700931628,2.57067600886027,8.633547310318265,1.523301717397329,24.69524998664856,2.6910435358683267,87.53301012175423,4.862218856811523,77.28928836649412,0.5380226771036783,24.716956757878624,3.307607148822985,10.49837490158566,0.8840047983022836,68.9941223124663,13.0,68,1
2.304952387076951,84.96046267385069,1.018901262126985,77.91168516916888,2.397268117709833,61.65535229528454,1.3434100151062012,47.42137044317582,0.4516689380009969,37.04831756970712,2.784935302734375,9.225088160970936,2.2750951832738417,31.32411331874387,2.5777271815708707,14.462298162778218,0.9468398690223694,12.304725121292805,1.8482708536799963,100.90153591632844,2.640449523925781,25.32198996199493,2.566947538211301,22.7259689701928,1.82983189281401,15.1602610851589,2.4631200517926897,19.45973500609398,0.8615401037808122,52.16977618137995,14.0,138,0
3.661490631103516,18.969780496507884,2.3214478669343173,29.393943893580445,3.045648847307478,9.590120425864832,1.1795250514768203,26.67150343474925,1.840899989245638,28.51407238534515,2.3881334577287947,20.732905981152555,1.350992107391357,11.413747950033708,2.1106453146786075,25.48323130607605,2.57067600886027,15.377573631427904,1.3551851419302134,48.22858648969416,1.3610848965852156,8.302069115638734,2.566947538211301,32.016304283703256,2.80755615234375,15.1602610851589,4.115481657140395,10.68124580681324,3.4457037448883057,31.517149877548217,19.0,134,0
